NAME,Sample,Time,Flow,Temperature,Treatment,FlumeID,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC,Velocity
R1032.16S_R1032.16S_N727.N511,Cc82021,8,Constant,control,Cc,22,26,2021,36,NA,16S,Biofilm ,0.716379667,15091674.35,8.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X64A_64A_NSE724.NSE511,Cc82022,8,Constant,control,Cc,22,37,2022,33,NA,16S,Biofilm ,1.226496333,19101226.55,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.223868056
X64B_64B_NSE724.NSE511,Cc82022,8,Constant,control,Cc,23,39,2022,33,NA,16S,Biofilm ,1.857756889,16179292.93,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.223868056
X64C_64C_NSE724.NSE522,Cc82022,8,Constant,control,Cc,24,41,2022,33,NA,16S,Biofilm ,1.018392722,21825974.03,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.223868056
B65_B65_N716.N502,Cc92021,9,Constant,control,Cc,23,29,2021,39,NA,16S,Biofilm ,0.42867175,26597413.24,8.502,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33,
C65_C65_N712.N502,Cc92021,9,Constant,control,Cc,24,29,2021,39,NA,16S,Biofilm ,0.793108833,55326253.59,8.502,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67,
R1040.16S_R1040.16S_N728.N511,Cc92021,9,Constant,control,Cc,22,26,2021,39,NA,16S,Biofilm ,0.374114667,13353184.62,8.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X72A_72A_NSE726.NSE511,Cc92022,9,Constant,control,Cc,22,37,2022,38,NA,16S,Biofilm ,1.543043833,27843578.64,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.223930556
X72B_72B_NSE726.NSE511,Cc92022,9,Constant,control,Cc,23,39,2022,38,NA,16S,Biofilm ,2.908540778,24485497.84,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.223930556
X72C_72C_NSE726.NSE522,Cc92022,9,Constant,control,Cc,24,41,2022,38,NA,16S,Biofilm ,1.902983,22817604.62,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.223930556
B77_B77_N727.N507,Cw102021,10,Constant,warm,Cw,11,29,2021,44,NA,16S,Biofilm ,0.17752925,28763271.6,8.491,387,10.01,8.8,13.2,NA,0.012,0.3245,0.0025,0.002,0.2835,89.2035,NA,1.299,NA,8.995,0.296,66.6725,0.758,NA,NA,NA,NA,118.33,
C77_C77_N724.N507,Cw102021,10,Constant,warm,Cw,12,29,2021,44,NA,16S,Biofilm ,0.30738675,15915723.74,8.491,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33,
R1044.16S_R1044.16S_N729.N506,Cw102021,10,Constant,warm,Cw,10,26,2021,44,NA,16S,Biofilm ,0.4097805,7245010.61,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X76A_76A_NSE727.NSE506,Cw102022,10,Constant,warm,Cw,10,37,2022,40,NA,16S,Biofilm ,1.538246056,34339898.99,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.222013889
X76B_76B_NSE727.NSE506,Cw102022,10,Constant,warm,Cw,11,39,2022,40,NA,16S,Biofilm ,1.451356889,29224963.92,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.222013889
X76C_76C_NSE727.NSE517,Cw102022,10,Constant,warm,Cw,12,41,2022,40,NA,16S,Biofilm ,1.430296056,25341486.29,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.222013889
A84_A84_N721.N506,Cw112021,11,Constant,warm,Cw,10,27,2021,49,NA,16S,Biofilm ,0.420628417,10749433.84,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B85_B85_N719.N507,Cw112021,11,Constant,warm,Cw,11,29,2021,49,NA,16S,Biofilm ,0.401948833,38567167.68,NA,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33,
C85_C85_N715.N507,Cw112021,11,Constant,warm,Cw,12,29,2021,49,NA,16S,Biofilm ,0.651927167,51122552.58,NA,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
X84A_84A_NSE728.NSE506,Cw112022,11,Constant,warm,Cw,10,37,2022,42,NA,16S,Biofilm ,2.077608,11045959.6,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.224982639
X84B_84B_NSE728.NSE506,Cw112022,11,Constant,warm,Cw,11,39,2022,42,NA,16S,Biofilm ,1.655086056,26414618.33,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.224982639
X84C_84C_NSE728.NSE517,Cw112022,11,Constant,warm,Cw,12,41,2022,42,NA,16S,Biofilm ,3.438942167,23338528.14,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.224982639
A4_A4_N716.N506,Cw12021,1,Constant,warm,Cw,10,27,2021,4,NA,16S,Biofilm ,0.025288,2639945.596,8.468,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B4_B4_N722.N506,Cw12021,1,Constant,warm,Cw,11,27,2021,4,NA,16S,Biofilm ,0.021107583,3352161.841,8.468,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C12_C12_N724.N506,Cw12021,1,Constant,warm,Cw,12,28,2021,4,NA,16S,Biofilm ,0.021848417,1927729.35,8.468,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67,
X4A_4A_NSE716.NSE506,Cw12022,1,Constant,warm,Cw,10,37,2022,5,NA,16S,Biofilm ,0.039152167,1772471.741,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.224369624
X4B_4B_NSE716.NSE506,Cw12022,1,Constant,warm,Cw,11,39,2022,5,NA,16S,Biofilm ,0.027334111,2519913.42,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.224369624
X4C_4C_NSE716.NSE517,Cw12022,1,Constant,warm,Cw,12,41,2022,5,NA,16S,Biofilm ,0.068256333,881313.1313,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.224369624
X92A_92A_NSE716.NSE506,Cw122022,12,Constant,warm,Cw,10,38,2022,47,NA,16S,Biofilm ,4.371863,36981673.88,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.2216875
X92B_92B_NSE716.NSE506,Cw122022,12,Constant,warm,Cw,11,40,2022,47,NA,16S,Biofilm ,3.989804667,46065873.02,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.2216875
X92C_92C_NSE716.NSE517,Cw122022,12,Constant,warm,Cw,12,42,2022,47,NA,16S,Biofilm ,2.197905222,38963275.61,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.2216875
X100A_100A_NSE718.NSE506,Cw132022,13,Constant,warm,Cw,10,38,2022,54,NA,16S,Biofilm ,2.100503278,35199927.85,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.221923333
X100B_100B_NSE718.NSE506,Cw132022,13,Constant,warm,Cw,11,40,2022,54,NA,16S,Biofilm ,0.530254111,54380952.38,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.221923333
X100C_100C_NSE718.NSE517,Cw132022,13,Constant,warm,Cw,12,42,2022,54,NA,16S,Biofilm ,1.8448805,46682539.68,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.221923333
X108A_108A_NSE719.NSE506,Cw142022,14,Constant,warm,Cw,10,38,2022,61,NA,16S,Biofilm ,0.889523,45851659.45,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.223587732
X108B_108B_NSE719.NSE506,Cw142022,14,Constant,warm,Cw,11,40,2022,61,NA,16S,Biofilm ,0.390166056,43832106.78,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.223587732
X108C_108C_NSE719.NSE517,Cw142022,14,Constant,warm,Cw,12,42,2022,61,NA,16S,Biofilm ,0.515860778,41812554.11,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.223587732
X116A_116A_NSE720.NSE506,Cw152022,15,Constant,warm,Cw,10,38,2022,67,NA,16S,Biofilm ,0.2821455,44049783.55,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.222765973
X116B_116B_NSE720.NSE506,Cw152022,15,Constant,warm,Cw,11,40,2022,67,NA,16S,Biofilm ,0.147490222,62414610.39,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.222765973
X116C_116C_NSE720.NSE517,Cw152022,15,Constant,warm,Cw,12,42,2022,67,NA,16S,Biofilm ,1.060443833,46742063.49,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.222765973
X124A_124A_NSE721.NSE506,Cw162022,16,Constant,warm,Cw,10,38,2022,75,NA,16S,Biofilm ,0.461003833,60625853.78,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.222766927
X124B_124B_NSE721.NSE506,Cw162022,16,Constant,warm,Cw,11,40,2022,75,NA,16S,Biofilm ,0.576644389,59740997.27,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.222766927
X124C_124C_NSE721.NSE517,Cw162022,16,Constant,warm,Cw,12,42,2022,75,NA,16S,Biofilm ,0.952881889,55036451.82,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.222766927
X132A_132A_NSE722.NSE506,Cw172022,17,Constant,warm,Cw,10,38,2022,82,NA,16S,Biofilm ,0.649210778,28283910.53,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.214611532
X132B_132B_NSE722.NSE506,Cw172022,17,Constant,warm,Cw,11,40,2022,82,NA,16S,Biofilm ,0.539073556,41627128.43,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.214611532
X132C_132C_NSE722.NSE517,Cw172022,17,Constant,warm,Cw,12,42,2022,82,NA,16S,Biofilm ,0.085542444,17163708.51,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.214611532
X140A_140A_NSE723.NSE506,Cw182022,18,Constant,warm,Cw,10,38,2022,87,NA,16S,Biofilm ,0.979657722,23605555.56,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.221125
X140B_140B_NSE723.NSE506,Cw182022,18,Constant,warm,Cw,11,40,2022,87,NA,16S,Biofilm ,0.463614389,11928354.98,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.221125
X140C_140C_NSE723.NSE517,Cw182022,18,Constant,warm,Cw,12,42,2022,87,NA,16S,Biofilm ,0.6371105,17297402.6,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.221125
X148A_148A_NSE724.NSE506,Cw192022,19,Constant,warm,Cw,10,38,2022,89,NA,16S,Biofilm ,0.660323278,35830735.93,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.214045139
X148B_148B_NSE724.NSE506,Cw192022,19,Constant,warm,Cw,11,40,2022,89,NA,16S,Biofilm ,0.618624944,16733405.48,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.214045139
X148C_148C_NSE724.NSE517,Cw192022,19,Constant,warm,Cw,12,42,2022,89,NA,16S,Biofilm ,0.127523,6745670.996,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.214045139
X156A_156A_NSE726.NSE506,Cw202022,20,Constant,warm,Cw,10,38,2022,91,NA,16S,Biofilm ,0.896649111,23821861.47,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.21984375
X156B_156B_NSE726.NSE506,Cw202022,20,Constant,warm,Cw,11,40,2022,91,NA,16S,Biofilm ,0.385403556,25308225.11,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.21984375
X156C_156C_NSE726.NSE517,Cw202022,20,Constant,warm,Cw,12,42,2022,91,NA,16S,Biofilm ,0.341623833,58814285.71,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.21984375
X164A_164A_NSE727.NSE506,Cw212022,21,Constant,warm,Cw,10,38,2022,96,NA,16S,Biofilm ,1.586611889,18184343.43,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.22309375
X164B_164B_NSE727.NSE506,Cw212022,21,Constant,warm,Cw,11,40,2022,96,NA,16S,Biofilm ,0.217798833,13580519.48,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.22309375
X164C_164C_NSE727.NSE517,Cw212022,21,Constant,warm,Cw,12,42,2022,96,NA,16S,Biofilm ,0.868074111,21006493.51,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.22309375
A12_A12_N718.N506,Cw22021,2,Constant,warm,Cw,10,27,2021,8,NA,16S,Biofilm ,0.070161333,4190841.92,8.372,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B12_B12_N723.N506,Cw22021,2,Constant,warm,Cw,11,27,2021,8,NA,16S,Biofilm ,0.076088,15377466.44,8.372,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33,
C20_C20_N726.N506,Cw22021,2,Constant,warm,Cw,12,28,2021,8,NA,16S,Biofilm ,0.10164675,14065031.59,8.372,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X12A_12A_NSE718.NSE506,Cw22022,2,Constant,warm,Cw,10,37,2022,10,NA,16S,Biofilm ,0.11288,3930086.58,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.223027475
X12B_12B_NSE718.NSE506,Cw22022,2,Constant,warm,Cw,11,39,2022,10,NA,16S,Biofilm ,0.07129,2633405.483,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.223027475
X12C_12C_NSE718.NSE517,Cw22022,2,Constant,warm,Cw,12,41,2022,10,NA,16S,Biofilm ,0.1096,6651298.701,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.223027475
X172A_172A_NSE728.NSE506,Cw222022,22,Constant,warm,Cw,10,38,2022,103,NA,16S,Biofilm ,0.472998278,12712842.71,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.221981647
X172B_172B_NSE728.NSE506,Cw222022,22,Constant,warm,Cw,11,40,2022,103,NA,16S,Biofilm ,0.5437655,25824891.77,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.221981647
X172C_172C_NSE728.NSE517,Cw222022,22,Constant,warm,Cw,12,42,2022,103,NA,16S,Biofilm ,0.482064667,18867748.92,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.221981647
A20_A20_N719.N506,Cw32021,3,Constant,warm,Cw,10,27,2021,11,NA,16S,Biofilm ,0.13085675,2079422.447,8.405,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B20_B20_N724.N506,Cw32021,3,Constant,warm,Cw,11,27,2021,11,NA,16S,Biofilm ,0.205733833,15276218.53,8.405,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C28_C28_N727.N506,Cw32021,3,Constant,warm,Cw,12,28,2021,11,NA,16S,Biofilm ,0.044602583,11139580.36,8.405,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X20A_20A_NSE719.NSE506,Cw32022,3,Constant,warm,Cw,10,37,2022,14,NA,16S,Biofilm ,0.369528556,8200649.351,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.223380066
X20B_20B_NSE719.NSE506,Cw32022,3,Constant,warm,Cw,11,39,2022,14,NA,16S,Biofilm ,0.278899944,10127705.63,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.223380066
X20C_20C_NSE719.NSE517,Cw32022,3,Constant,warm,Cw,12,41,2022,14,NA,16S,Biofilm ,0.203264389,4851443.001,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.223380066
A28_A28_N720.N506,Cw42021,4,Constant,warm,Cw,10,27,2021,16,NA,16S,Biofilm ,0.382898833,4661310.02,8.388,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B28_B28_N726.N506,Cw42021,4,Constant,warm,Cw,11,27,2021,16,NA,16S,Biofilm ,0.124295083,13269288.78,8.388,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C36_C36_N728.N506,Cw42021,4,Constant,warm,Cw,12,28,2021,16,NA,16S,Biofilm ,0.177000083,4897551.23,8.388,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884,
X28A_28A_NSE720.NSE506,Cw42022,4,Constant,warm,Cw,10,37,2022,19,NA,16S,Biofilm ,0.549868556,12903679.65,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.224009449
X28B_28B_NSE720.NSE506,Cw42022,4,Constant,warm,Cw,11,39,2022,19,NA,16S,Biofilm ,0.358169111,11376911.98,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.224009449
X28C_28C_NSE720.NSE517,Cw42022,4,Constant,warm,Cw,12,41,2022,19,NA,16S,Biofilm ,0.532300222,18222871.57,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.224009449
B36_B36_N720.N506,Cw52021,5,Constant,warm,Cw,11,28,2021,21,NA,16S,Biofilm ,0.544347583,19051077.95,8.395,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C44_C44_N729.N506,Cw52021,5,Constant,warm,Cw,12,28,2021,21,NA,16S,Biofilm ,0.397821333,18912457.91,8.395,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1004.16S_R1004.16S_N719.N506,Cw52021,5,Constant,warm,Cw,10,26,2021,21,NA,16S,Biofilm ,0.447033833,19468221.9,8.395,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67,
X36A_36A_NSE721.NSE506,Cw52022,5,Constant,warm,Cw,10,37,2022,24,NA,16S,Biofilm ,0.681983833,12986002.89,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.224097222
X36B_36B_NSE721.NSE506,Cw52022,5,Constant,warm,Cw,11,39,2022,24,NA,16S,Biofilm ,1.207552167,12699567.1,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.224097222
X36C_36C_NSE721.NSE517,Cw52022,5,Constant,warm,Cw,12,41,2022,24,NA,16S,Biofilm ,0.914393833,11600577.2,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.224097222
B44_B44_N721.N506,Cw62021,6,Constant,warm,Cw,11,28,2021,25,NA,16S,Biofilm ,0.258703417,19670605.89,8.447,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C45_C45_N728.N507,Cw62021,6,Constant,warm,Cw,12,29,2021,25,NA,16S,Biofilm ,0.680502167,23421147.99,8.447,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1012.16S_R1012.16S_N720.N506,Cw62021,6,Constant,warm,Cw,10,26,2021,25,NA,16S,Biofilm ,0.901799667,13777925.76,8.447,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67,
X44A_44A_NSE722.NSE506,Cw62022,6,Constant,warm,Cw,10,37,2022,26,NA,16S,Biofilm ,0.984384944,8199206.349,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108,0.221953125
